,Annual_Deposit_Amount,Home_value,Years_with_the_bank,Loan_held,Wealth_portfolio_held,Automated_menu,Priority
771,49994,31958,3,1,1,3,1
772,26091,26091,0,0,0,4,0
773,15069,29075,2,1,0,1,0
774,62723,26104,2,0,1,2,1
775,25612,25612,1,0,0,1,0
776,57178,24621,3,0,1,3,1
777,23301,35347,1,1,0,4,0
778,52191,24589,2,0,1,1,1
779,33666,30258,3,1,1,4,1
780,25707,25707,1,0,0,4,0
781,25132,25132,1,0,0,3,0
782,25692,25692,2,0,0,2,0
783,26129,26129,1,0,0,1,0
784,53226,32686,1,1,1,4,1
785,21327,34725,2,1,0,4,0
786,25628,25628,1,0,0,4,0
787,14151,29462,2,1,0,4,0
788,18366,31388,2,1,0,2,0
789,26157,26157,1,0,0,3,0
790,26219,26219,1,0,0,1,0
791,58351,25846,2,0,1,1,1
792,26599,26599,1,0,0,1,0
793,25290,25290,2,0,0,1,0
794,25489,25489,1,0,0,1,0
795,49933,24786,2,0,1,4,1
796,25826,25826,1,0,0,1,0
797,26140,26140,1,0,0,3,0
798,25345,25345,3,0,0,4,0
799,26455,26455,3,0,0,3,0
800,42518,31086,2,1,1,2,1
801,67247,26460,2,0,1,4,1
802,51471,32828,1,1,1,2,1
803,26555,37331,4,1,0,1,1
804,20791,33185,2,1,0,4,0
805,17056,30056,1,1,0,1,0
806,19799,32856,1,1,0,1,0
807,22260,35316,1,1,0,4,0
808,18361,29304,2,1,0,3,0
809,37871,25701,3,0,1,2,1
810,49594,25128,3,0,1,4,1
811,26492,26492,2,0,0,3,0
812,50169,33639,2,1,1,1,1
813,26415,26415,1,0,0,1,0
814,26173,26173,2,0,0,2,0
815,20996,33627,1,1,0,4,0
816,26925,26925,3,0,0,2,1
817,54888,33231,3,1,1,1,1
818,45650,31704,2,1,1,2,1
819,20519,33700,3,1,0,4,1
820,26483,26483,1,0,0,4,0
821,46621,31005,2,1,1,4,1
822,17266,29881,1,1,0,3,0
823,25786,25786,3,0,0,4,0
824,25448,25448,2,0,0,4,0
825,25017,25017,1,0,0,2,0
826,18663,31999,1,1,0,3,0
827,16971,32766,2,1,0,3,0
828,59142,34225,3,1,1,2,1
829,25627,25627,2,0,0,2,0
830,55978,33792,3,1,1,4,1
831,49199,32568,2,1,1,1,1
832,22095,33934,1,1,0,4,0
833,25533,25533,1,0,0,4,0
834,25615,25615,2,0,0,1,0
835,25873,25873,1,0,0,1,0
836,42547,31064,1,1,1,1,1
837,53485,25792,4,0,1,4,1
838,19077,31992,1,1,0,4,0
839,16268,30950,2,1,0,1,0
840,25225,25225,1,0,0,2,0
841,25248,25248,2,0,0,4,0
842,48694,32272,3,1,1,2,1
843,25658,25658,2,0,0,1,0
844,26293,26293,1,0,0,2,0
845,26201,26201,0,0,0,1,0
846,19992,33059,2,1,0,2,0
847,59234,35264,2,1,1,2,1
848,25819,25819,1,0,0,3,0
849,21102,33427,1,1,0,2,0
850,13397,27649,1,1,0,3,0
851,25817,25817,1,0,0,4,0
852,25796,25796,2,0,0,2,0
853,18013,31107,1,1,0,3,0
854,47091,26064,1,0,1,2,1
855,26257,26257,0,0,0,1,0
856,61308,34985,3,1,1,2,1
857,26039,26039,1,0,0,4,0
858,17670,31045,2,1,0,1,0
859,22399,35867,3,1,0,3,1
860,41950,30491,2,1,1,2,1
861,19039,31186,1,1,0,2,0
862,56137,25580,4,0,1,4,1
863,36820,28991,3,1,1,3,1
864,27224,27224,3,0,0,3,0
865,23482,34721,2,1,0,3,0
866,18794,33162,2,1,0,4,0
867,43943,31162,4,1,1,4,1
868,24866,24866,1,0,0,2,0
869,52721,33203,2,1,1,3,1
870,25873,25873,1,0,0,4,0
871,44088,32269,3,1,1,2,1
872,61571,25727,1,0,1,2,1
873,19583,31992,1,1,0,4,0
874,18054,31864,2,1,0,1,0
875,26598,26598,1,0,0,1,0
876,57488,34798,1,1,1,3,1
877,25570,36268,2,1,0,3,1
878,22656,34827,1,1,0,4,0
879,19602,32635,1,1,0,3,0
880,25710,25710,3,0,0,3,0
881,18867,30832,1,1,0,4,0
882,54466,25183,3,0,1,2,1
883,26003,26003,2,0,0,1,0
884,26222,26222,1,0,0,1,0
885,26457,26457,1,0,0,3,0
886,17151,30136,1,1,0,2,0
887,57951,34711,2,1,1,2,1
888,25627,25627,0,0,0,4,0
889,17322,30718,1,1,0,3,0
890,25635,25635,1,0,0,1,0
891,19053,30812,2,1,0,2,0
892,19400,30816,3,1,0,1,1
893,22101,36170,1,1,0,4,0
894,58904,35973,1,1,1,2,1
895,26389,26389,1,0,0,2,0
896,46263,24219,2,0,1,4,1
897,25042,25042,1,0,0,2,0
898,26432,26432,1,0,0,4,0
899,15095,29108,1,1,0,4,0
900,21626,33337,2,1,0,4,0
901,25686,25686,3,0,0,4,0
902,26298,26298,2,0,0,1,0
903,16347,29032,2,1,0,4,0
904,40444,29729,1,1,1,2,1
905,25923,25923,1,0,0,4,0
906,17947,33748,1,1,0,2,0
907,37426,29596,2,1,1,1,1
908,46644,23407,1,0,1,3,1
909,68214,36522,4,1,1,2,1
910,26163,26163,1,0,0,4,0
911,20173,32653,1,1,0,2,0
912,58267,25560,2,0,1,2,1
913,16691,30793,1,1,0,2,0
914,17693,32624,2,1,0,2,0
915,25658,25658,2,0,0,4,0
916,18466,32145,0,1,0,3,0
917,24881,24881,2,0,0,4,0
918,25455,25455,1,0,0,1,0
919,25886,25886,1,0,0,4,0
920,17614,31592,1,1,0,2,0
921,25461,25461,1,0,0,2,0
922,17900,31592,1,1,0,4,0
923,15460,30550,2,1,0,3,0
924,22098,35070,2,1,0,2,1
925,19578,33905,1,1,0,2,0
926,26166,26166,1,0,0,2,0
927,18959,31608,3,1,0,1,1
928,25614,25614,1,0,0,1,0
929,18109,32124,1,1,0,2,0
930,26194,26194,1,0,0,2,0
931,26128,26128,1,0,0,2,0
932,16780,31173,2,1,0,2,0
933,26074,26074,1,0,0,1,0
934,24786,24786,1,0,0,1,0
935,19152,30185,0,1,0,4,0
936,67508,25492,2,0,1,2,1
937,69466,26011,1,0,1,3,1
938,19711,33351,2,1,0,4,0
939,48442,25363,1,0,1,2,1
940,25997,25997,1,0,0,1,0
941,66025,25378,2,0,1,3,1
942,21490,34569,1,1,0,2,0
943,14567,29034,1,1,0,4,0
944,21875,34431,2,1,0,2,1
945,71819,25692,2,0,1,4,1
946,21445,33683,2,1,0,1,1
947,26565,26565,1,0,0,1,0
948,65752,26105,3,0,1,3,1
949,49502,31767,2,1,1,3,1
950,58819,34173,2,1,1,1,1
951,36490,29836,2,1,1,1,1
952,26199,26199,1,0,0,1,0
953,27136,27136,0,0,0,3,0
954,25703,25703,2,0,0,1,0
955,18200,31294,1,1,0,2,0
956,57456,24646,3,0,1,1,1
957,51161,32967,3,1,1,4,1
958,43981,31436,3,1,1,3,1
959,26258,26258,2,0,0,1,0
960,25566,25566,1,0,0,1,0
961,19721,32306,0,1,0,4,0
962,19895,30980,0,1,0,1,0
963,42754,25705,2,0,1,3,1
964,19666,32572,2,1,0,3,0
965,19771,32579,3,1,0,2,1
966,15984,28555,2,1,0,3,0
967,26054,26054,1,0,0,2,0
968,19763,32941,1,1,0,3,0
969,25733,25733,4,0,0,4,1
970,37866,29525,0,1,1,4,1
971,26016,26016,1,0,0,4,0
972,45306,31176,0,1,1,4,1
973,51793,33183,4,1,1,4,1
974,67079,25426,2,0,1,3,1
975,20166,33451,2,1,0,1,1
976,51854,24902,1,0,1,2,1
977,49295,31769,3,1,1,4,1
978,42254,31723,1,1,1,1,1
979,25884,25884,1,0,0,2,0
980,25961,25961,3,0,0,1,1
981,24322,36287,2,1,0,3,1
982,20361,33333,2,1,0,1,1
983,23649,34237,1,1,0,1,0
984,20096,33688,2,1,0,4,0
985,62384,35971,3,1,1,1,1
986,63069,35072,1,1,1,3,1
987,21383,32568,1,1,0,1,0
988,19239,32994,2,1,0,2,0
989,19718,32480,1,1,0,4,0
990,22109,35540,1,1,0,3,0
991,21781,34067,1,1,0,1,0
992,22856,34407,1,1,0,1,0
993,26231,26231,3,0,0,4,0
994,40120,30899,2,1,1,1,1
995,25984,25984,1,0,0,4,0
996,71697,26436,2,0,1,2,1
997,53035,32932,2,1,1,2,1
998,69191,36698,1,1,1,3,1
999,21783,33405,3,1,0,4,1
1000,65344,36098,3,1,1,3,1
1001,18705,31680,0,1,0,2,0
1002,26298,26298,0,0,0,4,0
1003,18923,32445,4,1,0,4,1
1004,32954,28878,2,1,1,2,1
1005,49001,32248,2,1,1,4,1
1006,19456,33551,1,1,0,3,0
1007,26132,26132,1,0,0,2,0
1008,48815,32702,2,1,1,2,1
1009,24704,24704,1,0,0,2,0
1010,25983,25983,2,0,0,3,0
1011,25894,25894,1,0,0,3,0
1012,16967,31266,1,1,0,1,0
1013,53798,26056,1,0,1,1,1
1014,25126,25126,1,0,0,3,0
1015,25763,25763,1,0,0,1,0
1016,22543,34486,1,1,0,4,0
1017,26466,26466,2,0,0,3,0
1018,26638,26638,1,0,0,4,0
1019,20026,31171,1,1,0,3,0
1020,54638,25424,3,0,1,3,1
1021,26175,26175,1,0,0,4,0
1022,25928,25928,1,0,0,1,0
1023,25918,25918,1,0,0,2,0
1024,14674,30541,1,1,0,1,0
1025,20612,33455,1,1,0,2,0
1026,20698,33471,1,1,0,1,0
1027,25174,25174,1,0,0,3,0
1028,25671,25671,2,0,0,2,0
1029,24501,24501,2,0,0,4,0
1030,17062,32034,2,1,0,1,0
1031,25728,25728,2,0,0,3,0
1032,21372,33967,0,1,0,4,0
1033,50654,25378,2,0,1,1,1
1034,13272,27354,1,1,0,1,0
1035,16308,29783,1,1,0,1,0
1036,18856,30481,1,1,0,2,0
1037,17233,31785,2,1,0,2,0
1038,20538,34502,0,1,0,4,0
1039,26792,26792,3,0,0,1,1
1040,18510,33960,2,1,0,3,0
1041,23593,35429,4,1,0,3,1
1042,17939,31151,2,1,0,1,0
1043,55861,24988,2,0,1,3,1
1044,24925,24925,1,0,0,3,0
1045,20875,34906,4,1,0,3,1
1046,14716,28413,2,1,0,3,0
1047,18494,31313,2,1,0,4,0
1048,68818,37356,2,1,1,3,1
1049,22570,32969,1,1,0,3,0
1050,13257,28405,1,1,0,2,0
1051,26658,26658,2,0,0,4,0
1052,26924,26924,2,0,0,4,0
1053,18424,31890,3,1,0,4,1
1054,21057,33554,2,1,0,4,0
1055,18828,30998,2,1,0,1,0
1056,24569,38356,1,1,0,3,0
1057,34856,28360,1,1,1,1,1
1058,26373,26373,1,0,0,4,0
1059,25011,25011,1,0,0,4,0
1060,26098,26098,1,0,0,2,0
1061,25791,25791,1,0,0,1,0
1062,20911,32012,1,1,0,3,0
1063,19410,33560,1,1,0,2,0
1064,25697,25697,3,0,0,4,0
1065,20039,33313,1,1,0,4,0
1066,25303,37656,2,1,0,2,1
1067,19806,33227,1,1,0,4,0
1068,48055,32804,3,1,1,4,1
1069,19224,31667,3,1,0,3,1
1070,58519,24430,2,0,1,3,1
1071,17710,30722,1,1,0,2,0
1072,17845,33309,1,1,0,1,0
1073,25679,25679,1,0,0,2,0
1074,22372,33833,1,1,0,4,0
1075,23420,35680,2,1,0,4,0
1076,57624,25027,1,0,1,2,1
1077,49860,32539,2,1,1,2,1
1078,25964,25964,1,0,0,2,0
1079,23048,35004,2,1,0,1,1
1080,25371,25371,1,0,0,2,0
1081,26214,26214,2,0,0,3,0
1082,19960,32798,3,1,0,4,1
1083,23575,36049,1,1,0,1,0
1084,46665,32276,2,1,1,3,1
1085,26313,26313,2,0,0,4,0
1086,58767,36151,3,1,1,3,1
1087,26331,26331,2,0,0,4,0
1088,26123,26123,1,0,0,2,0
1089,25917,25917,2,0,0,1,0
1090,26629,26629,2,0,0,3,0
1091,22455,34472,3,1,0,4,1
1092,26345,26345,2,0,0,3,0
1093,25776,25776,1,0,0,2,0
1094,16794,29383,1,1,0,4,0
1095,25637,25637,2,0,0,4,0
1096,51826,25193,1,0,1,3,1
1097,26033,26033,2,0,0,3,0
1098,28026,27710,2,1,1,4,1
1099,18225,31301,3,1,0,2,1
1100,25541,25541,1,0,0,1,0
1101,24233,36227,0,1,0,4,0
1102,19000,32314,3,1,0,3,1
1103,17589,32226,2,1,0,3,0
1104,20860,35184,2,1,0,3,0
1105,25731,25731,1,0,0,2,0
1106,25916,25916,0,0,0,4,0
1107,26328,26328,2,0,0,1,0
1108,16588,29893,1,1,0,2,0
1109,15654,27416,1,1,0,4,0
1110,36465,27934,1,1,1,2,1
1111,63951,26124,3,0,1,3,1
1112,63633,34779,0,1,1,1,1
1113,40457,31409,0,1,1,4,1
1114,26554,26554,1,0,0,3,0
1115,16922,31057,1,1,0,2,0
1116,25581,25581,1,0,0,4,0
1117,18775,31094,1,1,0,4,0
1118,16347,31003,1,1,0,4,0
1119,25604,25604,2,0,0,2,0
1120,45983,31675,2,1,1,4,1
1121,15212,27497,2,1,0,2,0
1122,24852,24852,1,0,0,1,0
1123,19524,33092,2,1,0,2,0
1124,21391,34438,3,1,0,2,1
1125,41444,30273,3,1,1,3,1
1126,25772,25772,1,0,0,2,0
1127,19552,30278,1,1,0,2,0
1128,23350,36682,2,1,0,2,1
1129,21434,32460,1,1,0,1,0
1130,61269,25570,1,0,1,3,1
1131,19960,32889,1,1,0,1,0
1132,20772,32317,1,1,0,2,0
1133,26597,27982,3,1,1,2,1
1134,26528,26528,2,0,0,1,0
1135,25822,25822,2,0,0,1,0
1136,45001,26075,2,0,1,4,1
1137,25749,25749,2,0,0,1,0
1138,22368,32650,1,1,0,4,0
1139,26429,26429,1,0,0,1,0
1140,16226,28724,3,1,0,1,1
1141,26170,26170,1,0,0,1,0
1142,25866,25866,3,0,0,2,0
1143,18679,29271,2,1,0,2,0
1144,20271,35940,1,1,0,4,0
1145,25794,25794,2,0,0,4,0
1146,21276,34686,2,1,0,3,0
1147,20999,31945,1,1,0,4,0
1148,26264,26264,2,0,0,2,0
1149,24834,24834,1,0,0,2,0
1150,53114,25071,2,0,1,2,1
1151,19552,32970,1,1,0,1,0
1152,17714,30342,2,1,0,4,0
1153,19033,30972,1,1,0,4,0
1154,25877,25877,2,0,0,4,0
1155,18497,31077,1,1,0,2,0
1156,11095,27278,1,1,0,4,0
1157,24308,35602,1,1,0,4,0
1158,53950,33280,2,1,1,3,1
1159,26324,26324,1,0,0,3,0
1160,49763,32082,3,1,1,1,1
1161,26110,26110,2,0,0,3,0
1162,21497,35461,2,1,0,4,0
1163,25728,25728,0,0,0,4,0
1164,59905,25070,1,0,1,4,1
1165,25343,25343,1,0,0,1,0
1166,25261,25261,2,0,0,1,0
1167,41129,30300,3,1,1,3,1
1168,26418,26418,1,0,0,2,0
1169,45038,31138,3,1,1,3,1
1170,24060,35884,1,1,0,4,0
1171,19091,32974,1,1,0,2,0
1172,58456,36118,1,1,1,2,1
1173,56967,25211,2,0,1,1,1
1174,46322,31978,2,1,1,2,1
1175,18159,31757,1,1,0,2,0
1176,46807,24599,2,0,1,3,1
1177,17041,29442,2,1,0,4,0
1178,19867,33298,1,1,0,2,0
1179,25165,25165,1,0,0,1,0
1180,43154,25543,1,0,1,4,1
1181,23779,23779,0,0,0,3,0
1182,20349,33759,2,1,0,1,1
1183,26414,36526,2,1,0,2,1
1184,25529,25529,1,0,0,1,0
1185,17559,32071,2,1,0,1,0
1186,50019,25453,2,0,1,3,1
1187,20972,33698,2,1,0,1,1
1188,21636,33285,1,1,0,3,0
1189,25886,25886,1,0,0,1,0
1190,18689,32852,1,1,0,1,0
1191,51800,25365,4,0,1,3,1
1192,62410,25306,3,0,1,1,1
1193,13537,27340,3,1,0,4,0
1194,24775,24775,3,0,0,2,0
1195,52478,32750,2,1,1,2,1
1196,62322,24864,1,0,1,4,1
1197,26718,26718,1,0,0,2,0
1198,65113,36998,1,1,1,2,1
1199,37692,29202,1,1,1,1,1
1200,25968,25968,2,0,0,3,0
1201,25999,25999,2,0,0,4,0
1202,21560,33185,1,1,0,4,0
1203,34305,29155,2,1,1,4,1
1204,54862,26146,3,0,1,3,1
1205,26500,26500,1,0,0,3,0
1206,52003,24483,1,0,1,4,1
1207,26294,26294,2,0,0,2,0
1208,59361,24268,2,0,1,3,1
1209,25103,25103,2,0,0,4,0
1210,25946,25946,1,0,0,4,0
1211,22174,34899,2,1,0,1,1
1212,45937,25193,2,0,1,3,1
1213,59106,25837,2,0,1,1,1
1214,17669,29797,1,1,0,2,0
1215,23484,34504,2,1,0,2,1
1216,28881,27132,3,1,1,4,1
1217,25260,25260,2,0,0,3,0
1218,25923,25923,2,0,0,3,0
1219,19800,32847,2,1,0,4,0
1220,17151,31011,1,1,0,3,0
1221,20225,32449,2,1,0,4,0
1222,38937,29817,2,1,1,1,1
1223,54155,25849,2,0,1,4,1
1224,20741,34243,2,1,0,4,0
1225,46150,25642,2,0,1,2,1
1226,22605,35052,2,1,0,3,0
1227,36969,25421,2,0,1,1,1
1228,16723,32496,2,1,0,2,0
1229,26353,26353,3,0,0,1,1
1230,25663,25663,1,0,0,4,0
1231,25398,25398,1,0,0,3,0
1232,43654,30635,2,1,1,4,1
1233,26404,26404,1,0,0,2,0
1234,58177,24390,2,0,1,2,1
1235,26871,26871,2,0,0,4,0
1236,18508,31672,1,1,0,4,0
1237,23059,35825,2,1,0,1,1
1238,26254,26254,3,0,0,4,0
1239,54478,33935,2,1,1,3,1
1240,26962,39546,0,1,0,3,0
1241,25707,25707,1,0,0,1,0
1242,26548,26548,1,0,0,3,0
1243,14989,30948,1,1,0,2,0
1244,23604,36856,2,1,0,4,0
1245,26361,26361,2,0,0,4,0
1246,20210,32420,2,1,0,4,0
1247,54385,24073,2,0,1,2,1
1248,35213,29466,1,1,1,2,1
1249,25721,25721,2,0,0,4,0
1250,19791,32381,2,1,0,3,0
1251,25256,25256,3,0,0,1,1
1252,21028,34006,2,1,0,4,0
1253,16665,30552,1,1,0,2,0
1254,25661,25661,2,0,0,1,0
1255,63418,35160,1,1,1,2,1
1256,42853,25126,1,0,1,4,1
1257,25444,25444,1,0,0,3,0
1258,16101,30326,2,1,0,2,0
1259,21879,34328,2,1,0,3,0
1260,67157,26353,2,0,1,3,1
1261,26396,26396,2,0,0,1,0
1262,21810,34300,3,1,0,3,1
1263,19120,31399,2,1,0,3,0
1264,68391,36797,4,1,1,2,1
1265,33078,27881,2,1,1,1,1
1266,25504,25504,1,0,0,1,0
1267,25721,25721,2,0,0,2,0
1268,20439,33813,1,1,0,1,0
1269,25619,25619,2,0,0,1,0
1270,21059,34421,1,1,0,4,0
1271,25636,25636,2,0,0,1,0
1272,69906,37572,4,1,1,4,1
1273,25506,25506,2,0,0,3,0
1274,22895,34713,1,1,0,2,0
1275,21471,34450,2,1,0,1,1
1276,25658,25658,1,0,0,4,0
1277,24974,36615,1,1,0,2,0
1278,19335,33270,1,1,0,1,0
1279,18131,32918,1,1,0,1,0
1280,20976,33579,3,1,0,2,1
1281,18090,31656,1,1,0,4,0
1282,23555,36174,2,1,0,3,1
1283,47859,25535,3,0,1,4,1
1284,17415,32605,2,1,0,2,0
1285,25454,25454,2,0,0,3,0
1286,25022,25022,2,0,0,1,0
1287,19905,32877,1,1,0,1,0
1288,53689,25095,2,0,1,4,1
1289,25957,25957,2,0,0,1,0
1290,26482,26482,2,0,0,1,0
1291,35253,28920,3,1,1,2,1
1292,20080,33146,1,1,0,1,0
1293,26723,26723,1,0,0,4,0
1294,15864,30233,2,1,0,1,0
1295,38516,30632,2,1,1,3,1
1296,25049,25049,1,0,0,3,0
1297,22436,35031,1,1,0,2,0
1298,25919,25919,1,0,0,2,0
1299,58485,25365,1,0,1,3,1
1300,69180,36444,2,1,1,4,1
1301,19576,32282,1,1,0,3,0
1302,15775,29742,2,1,0,2,0
1303,25249,35165,2,1,0,3,1
1304,15955,28373,0,1,0,3,0
1305,25041,25041,2,0,0,3,0
1306,55181,25829,1,0,1,2,1
1307,17622,30100,2,1,0,4,0
1308,22528,35456,1,1,0,1,0
1309,19918,32943,2,1,0,4,0
1310,24717,24717,2,0,0,1,0
1311,26281,26281,1,0,0,2,0
1312,46791,32069,0,1,1,4,1
1313,17590,31893,1,1,0,1,0
1314,23286,35168,2,1,0,4,0
1315,16903,31750,2,1,0,1,0
1316,48754,25017,2,0,1,4,1
1317,20923,33421,4,1,0,1,1
1318,17295,30597,2,1,0,4,0
1319,46111,24875,4,0,1,3,1
1320,18950,33573,2,1,0,3,0
1321,17202,29468,1,1,0,3,0
1322,26519,26519,4,0,0,4,1
1323,25601,25601,1,0,0,2,0
1324,26431,26431,3,0,0,1,1
1325,11307,25259,2,1,0,4,0
1326,58807,25832,1,0,1,2,1
1327,50656,25416,1,0,1,4,1
1328,26381,26381,2,0,0,1,0
1329,18410,31963,1,1,0,4,0
1330,21393,34740,0,1,0,3,0
1331,25815,25815,3,0,0,2,0
1332,18576,32216,1,1,0,4,0
1333,24105,37560,3,1,0,1,1
1334,63953,26341,0,0,1,1,1
1335,25465,25465,1,0,0,4,0
1336,25492,25492,1,0,0,2,0
1337,47576,31551,3,1,1,1,1
1338,37392,25031,2,0,1,2,1
1339,61564,27021,2,0,1,1,1
1340,26006,26006,1,0,0,4,0
1341,14273,27352,2,1,0,2,0
1342,17662,30826,4,1,0,2,1
1343,16443,28573,3,1,0,2,1
1344,18131,31078,1,1,0,4,0
1345,26193,26193,1,0,0,3,0
1346,18184,32623,1,1,0,1,0
1347,26335,26335,1,0,0,4,0
1348,14491,30043,1,1,0,2,0
1349,46569,25714,2,0,1,2,1
1350,25909,25909,1,0,0,2,0
1351,48362,25265,0,0,1,1,1
1352,23512,33341,1,1,0,3,0
1353,19242,31593,1,1,0,4,0
1354,19610,31573,4,1,0,2,1
1355,23050,36679,1,1,0,2,0
1356,21061,32673,1,1,0,2,0
1357,20488,33445,2,1,0,1,1
1358,26506,26506,0,0,0,2,0
1359,25443,25443,1,0,0,2,0
1360,57863,23897,2,0,1,2,1
1361,17089,30488,3,1,0,1,1
1362,25705,25705,1,0,0,4,0
1363,26119,26119,1,0,0,1,0
1364,25318,25318,1,0,0,2,0
1365,25714,25714,1,0,0,3,0
1366,20365,31078,2,1,0,4,0
1367,55516,25770,1,0,1,2,1
1368,41076,30337,3,1,1,1,1
1369,21064,33164,1,1,0,4,0
1370,19922,31604,1,1,0,4,0
1371,25830,25830,1,0,0,4,0
1372,25706,25706,2,0,0,3,0
1373,20130,31453,1,1,0,1,0
1374,37685,30345,1,1,1,3,1
1375,58880,25110,2,0,1,1,1
1376,18856,32825,2,1,0,4,0
1377,25597,25597,2,0,0,3,0
1378,25136,25136,1,0,0,2,0
1379,15163,29569,2,1,0,4,0
1380,26069,26069,3,0,0,1,1
1381,15301,25370,2,1,1,2,1
1382,15858,28871,1,1,0,4,0
1383,53686,25353,2,0,1,4,1
1384,22542,34333,2,1,0,3,0
1385,60478,26222,1,0,1,4,1
1386,45451,25343,2,0,1,2,1
1387,70027,26060,2,0,1,4,1
1388,65506,25871,2,0,1,2,1
1389,26271,26271,2,0,0,1,0
1390,21041,32809,2,1,0,3,0
1391,25665,25665,1,0,0,4,0
1392,20068,32477,2,1,0,3,0
1393,43772,25096,3,0,1,4,1
1394,21695,35256,0,1,0,4,0
1395,57202,35185,1,1,1,3,1
1396,20223,32561,1,1,0,1,0
1397,60647,25780,2,0,1,1,1
1398,25839,25839,0,0,0,1,0
1399,26447,26447,2,0,0,4,0
1400,48188,33355,3,1,1,3,1
1401,18274,32341,1,1,0,2,0
1402,40054,29155,1,1,1,3,1
1403,25476,25476,0,0,0,2,0
1404,25584,25584,2,0,0,3,0
1405,26824,26824,1,0,0,4,0
1406,25931,25931,1,0,0,2,0
1407,21101,32226,2,1,0,4,0
1408,25109,25109,0,0,0,4,0
1409,23593,37908,0,1,0,1,0
1410,54600,25094,2,0,1,4,1
1411,25897,25897,1,0,0,1,0
1412,25965,25965,1,0,0,2,0
1413,52277,25979,2,0,1,1,1
1414,57488,26122,2,0,1,4,1
1415,60964,35015,2,1,1,3,1
1416,46481,31823,2,1,1,3,1
1417,66662,26015,1,0,1,3,1
1418,25609,25609,1,0,0,2,0
1419,25907,25907,1,0,0,1,0
1420,12502,26490,1,1,0,2,0
1421,25540,25540,1,0,0,3,0
1422,25294,25294,1,0,0,4,0
1423,17628,32258,2,1,0,3,0
1424,60778,24655,1,0,1,1,1
1425,20415,32611,1,1,0,1,0
1426,55466,26604,2,0,1,3,1
1427,40511,29946,3,1,1,3,1
1428,54110,33381,2,1,1,4,1
1429,16447,29256,1,1,0,3,0
1430,19370,33371,1,1,0,4,0
1431,20930,35299,1,1,0,3,0
1432,19022,32056,3,1,0,1,1
1433,26576,26576,1,0,0,2,0
1434,27025,27025,2,0,0,3,0
1435,17281,29380,1,1,0,1,0
1436,14734,29097,0,1,0,3,0
1437,35179,28944,4,1,1,2,1
1438,25610,25610,1,0,0,2,0
1439,20915,35469,3,1,0,3,1
1440,26952,26952,3,0,0,4,0
1441,51356,33291,3,1,1,4,1
1442,22035,33477,1,1,0,2,0
1443,22293,36432,4,1,0,4,1
1444,56042,25765,2,0,1,1,1
1445,18874,32564,1,1,0,1,0
1446,16179,29077,1,1,0,4,0
1447,25580,25580,2,0,0,2,0
1448,26114,26114,1,0,0,1,0
1449,35354,24935,1,0,1,4,1
1450,22857,37697,1,1,0,1,0
1451,25850,25850,1,0,0,2,0
1452,26256,26256,2,0,0,2,0
1453,26068,26068,1,0,0,4,0
1454,21655,35549,2,1,0,4,0
1455,25394,25394,1,0,0,1,0
1456,17673,30511,1,1,0,3,0
1457,20901,32978,1,1,0,1,0
1458,39082,29251,3,1,1,3,1
1459,19567,34166,2,1,0,3,0
1460,15422,28250,1,1,0,2,0
1461,25881,25881,1,0,0,2,0
1462,47015,32420,3,1,1,4,1
1463,37936,29294,2,1,1,2,1
1464,21665,32325,1,1,0,1,0
1465,18729,32028,2,1,0,4,0
1466,15980,31222,2,1,0,3,0
1467,25381,25381,1,0,0,1,0
1468,18154,32161,2,1,0,2,0
1469,46803,25358,0,0,1,2,1
1470,25801,25801,1,0,0,3,0
1471,25225,25225,2,0,0,2,0
1472,26432,26432,3,0,0,2,1
1473,53118,32769,2,1,1,3,1
1474,26340,26340,1,0,0,4,0
1475,18027,30052,1,1,0,2,0
1476,12508,27766,2,1,0,2,0
1477,37245,24001,2,0,1,3,1
1478,55539,33918,3,1,1,4,1
1479,25643,25643,2,0,0,4,0
1480,26310,26310,1,0,0,4,0
1481,37194,30179,2,1,1,4,1
1482,19317,32327,1,1,0,4,0
1483,24389,36273,1,1,0,2,0
1484,57275,34547,3,1,1,4,1
1485,59106,25150,1,0,1,4,1
1486,25534,25534,1,0,0,1,0
1487,26347,26347,2,0,0,3,0
1488,25802,25802,1,0,0,2,0
1489,44646,30963,3,1,1,4,1
1490,49937,26016,2,0,1,2,1
1491,25694,25694,2,0,0,3,0
1492,17637,31568,1,1,0,4,0
1493,66022,36866,2,1,1,2,1
1494,20650,34040,2,1,0,2,0
1495,25305,25305,2,0,0,3,0
1496,44243,24776,2,0,1,2,1
1497,19899,30991,3,1,0,4,1
1498,26760,26760,2,0,0,1,0
1499,16483,29915,1,1,0,2,0
1500,44424,31495,1,1,1,1,1
1501,53246,25153,3,0,1,4,1
1502,21074,34233,1,1,0,4,0
1503,16921,33001,1,1,0,2,0
1504,64756,35813,2,1,1,2,1
1505,25686,25686,0,0,0,3,0
1506,15078,26930,1,1,0,1,0
1507,25448,25448,3,0,0,1,1
1508,26000,26000,1,0,0,2,0
1509,18489,32461,3,1,0,3,1
1510,21976,35496,2,1,0,2,1
1511,21203,33457,0,1,0,2,0
1512,26470,26470,1,0,0,2,0
1513,26716,26716,1,0,0,2,0
1514,25713,25713,2,0,0,4,0
1515,19946,35614,1,1,0,3,0
